Age,Gender,EmploymentYears,HomeOwnership,MaritalStatus,AnnualIncome,LoanAmount,LoanTermMonths,CreditScore,NumCreditCards,DebtToIncomeRatio,PreviousDefaults,Default
61,Male,37,Rent,Married,781615,615724,36,641,1,0.79,0,0
33,Male,11,Own,Married,547000,247005,48,669,4,0.45,0,1
51,Male,30,Rent,Single,908976,706343,36,724,3,0.78,0,0
26,Female,3,Own,Married,511543,127633,36,666,2,0.25,1,1
27,Male,5,Own,Married,636037,152198,60,697,5,0.24,0,0
41,Female,19,Mortgage,Divorced,493037,385852,60,711,2,0.78,0,0
58,Female,30,Own,Married,727218,498530,36,691,9,0.69,0,0
63,Female,39,Rent,Married,967441,344817,36,711,2,0.36,0,1
69,Male,42,Own,Married,1187185,638845,60,775,5,0.54,1,0
48,Male,24,Mortgage,Married,827229,282272,36,707,2,0.34,0,0
64,Male,43,Rent,Married,599579,273155,36,713,3,0.46,0,0
41,Male,20,Own,Married,659712,491846,36,710,3,0.75,0,1
41,Male,19,Own,Married,634343,387861,36,676,3,0.61,0,0
44,Male,21,Mortgage,Married,794695,198893,36,698,3,0.25,0,0
47,Male,19,Mortgage,Single,646289,334968,60,648,2,0.52,0,0
47,Male,25,Rent,Divorced,720663,534496,36,723,4,0.74,0,0
33,Female,7,Mortgage,Single,367130,292481,24,636,5,0.8,0,1
49,Female,26,Own,Single,1027804,810120,48,699,2,0.79,0,0
59,Male,35,Own,Married,925327,337167,36,648,3,0.36,0,0
48,Male,25,Rent,Single,733403,500247,60,689,2,0.68,0,0
57,Male,34,Rent,Married,1005942,395253,36,697,4,0.39,2,1
49,Female,25,Mortgage,Single,973466,542340,24,714,1,0.56,1,0
68,Male,43,Rent,Single,967363,551339,60,783,7,0.57,0,0
42,Male,16,Rent,Single,621928,403094,36,739,3,0.65,0,0
56,Female,34,Rent,Single,962138,406974,12,756,4,0.42,0,1
50,Male,29,Rent,Married,748118,545722,48,650,3,0.73,0,1
48,Female,25,Own,Single,730629,276121,36,631,6,0.38,0,0
43,Male,22,Mortgage,Married,726390,256820,36,664,1,0.35,0,0
53,Male,27,Mortgage,Single,658890,282953,60,712,6,0.43,0,0
24,Male,0,Own,Married,481382,318873,48,622,3,0.66,0,0
23,Female,0,Mortgage,Single,365447,126306,60,621,2,0.35,0,0
52,Male,31,Rent,Married,911980,626381,48,769,5,0.69,0,1
24,Male,2,Rent,Married,594810,186244,36,701,9,0.31,0,0
21,Female,0,Own,Single,447178,186721,36,617,2,0.42,0,0
32,Female,7,Own,Single,438541,222948,36,637,4,0.51,0,0
33,Male,7,Own,Divorced,473920,293377,36,694,5,0.62,0,0
54,Male,26,Rent,Single,844709,640464,24,715,3,0.76,0,0
49,Male,23,Mortgage,Married,884725,401780,60,700,5,0.45,0,0
29,Female,4,Own,Married,293871,228158,24,648,6,0.78,0,1
51,Female,26,Rent,Single,834611,595077,24,749,2,0.71,0,0
27,Male,3,Rent,Married,590413,403260,24,659,1,0.68,0,0
33,Male,12,Mortgage,Single,468999,296083,36,647,3,0.63,0,0
22,Female,1,Mortgage,Married,430018,127620,36,700,3,0.3,0,0
53,Male,25,Own,Single,702417,218933,24,707,5,0.31,0,0
27,Female,1,Own,Single,279640,127652,36,671,3,0.46,0,0
38,Male,11,Rent,Married,287493,132721,12,623,4,0.46,0,0
28,Female,2,Mortgage,Single,370983,191089,36,686,2,0.52,1,1
32,Male,5,Mortgage,Married,433944,319203,36,668,2,0.74,0,0
63,Female,37,Mortgage,Married,896077,245908,48,682,5,0.27,0,1
50,Male,22,Mortgage,Married,405109,189442,36,634,3,0.47,0,0
29,Male,5,Own,Married,518946,339045,36,660,2,0.65,0,0
48,Female,20,Rent,Married,913869,219809,48,666,0,0.24,0,0
24,Male,0,Rent,Married,662966,489254,60,705,4,0.74,1,0
59,Female,37,Mortgage,Married,1020961,336872,24,733,2,0.33,0,0
37,Male,9,Mortgage,Married,497336,327728,36,689,0,0.66,0,1
31,Female,8,Mortgage,Single,635663,212030,36,683,2,0.33,0,0
22,Female,0,Rent,Single,208667,62430,36,616,2,0.3,0,0
43,Female,18,Rent,Married,654649,133541,60,719,0,0.2,0,0
42,Female,17,Mortgage,Married,793109,181815,36,656,2,0.23,0,0
46,Male,22,Rent,Married,343794,185758,36,790,2,0.54,0,0
32,Male,5,Rent,Single,575041,358205,36,660,3,0.62,0,0
52,Female,27,Mortgage,Married,1010516,416608,36,742,0,0.41,0,0
29,Female,1,Own,Single,441355,168995,24,697,3,0.38,0,0
63,Male,39,Rent,Married,1074975,530563,36,751,7,0.49,0,0
25,Male,2,Mortgage,Single,533374,133537,24,649,2,0.25,0,0
46,Male,19,Rent,Married,660978,462748,36,674,7,0.7,0,1
27,Male,6,Rent,Single,554892,298836,60,646,6,0.54,0,0
49,Male,21,Own,Married,704816,232475,24,673,2,0.33,0,0
53,Female,28,Mortgage,Single,811265,506135,48,605,1,0.62,1,1
44,Male,22,Rent,Single,770971,270535,60,745,2,0.35,1,0
45,Male,21,Own,Divorced,719958,215110,48,720,1,0.3,0,0
51,Female,24,Rent,Married,708991,234198,60,773,3,0.33,0,0
49,Male,23,Rent,Married,595255,146153,36,695,2,0.25,2,0
25,Male,2,Own,Married,345792,133254,60,653,1,0.39,0,0
58,Male,31,Rent,Married,1167958,796613,36,756,4,0.68,0,0
65,Female,43,Rent,Married,820769,429743,48,715,7,0.52,0,1
31,Male,10,Rent,Married,437537,267051,36,698,2,0.61,0,1
52,Male,30,Own,Married,883759,396950,36,680,2,0.45,0,0
28,Female,4,Own,Single,581053,269097,24,705,4,0.46,0,0
40,Female,15,Mortgage,Single,864735,253289,12,613,3,0.29,0,0
54,Male,33,Rent,Single,936799,720815,48,734,2,0.77,0,1
67,Male,39,Own,Married,995830,567084,36,752,3,0.57,0,0
62,Male,38,Rent,Married,1171577,426360,24,691,0,0.36,0,0
28,Male,5,Mortgage,Married,376625,259942,12,658,4,0.69,1,0
22,Female,0,Mortgage,Single,399973,235385,48,672,2,0.59,0,0
41,Male,13,Mortgage,Single,786072,512379,12,786,3,0.65,0,1
35,Female,13,Own,Married,503008,122765,36,695,4,0.24,0,1
26,Male,5,Own,Single,318515,235850,48,632,1,0.74,0,0
25,Male,0,Own,Married,150000,70045,36,707,0,0.47,0,0
23,Female,2,Rent,Single,402459,254648,48,583,4,0.63,0,0
63,Female,40,Rent,Single,912541,603844,60,659,1,0.66,0,1
63,Female,40,Rent,Divorced,804638,229189,36,764,8,0.28,0,0
36,Male,8,Rent,Married,589198,218631,24,625,2,0.37,0,0
55,Female,27,Rent,Divorced,564477,183471,24,762,0,0.33,0,0
29,Male,1,Own,Married,492537,356112,48,656,2,0.72,2,1
55,Female,34,Own,Married,905266,335145,36,788,6,0.37,0,0
39,Male,11,Own,Married,442751,250371,36,645,0,0.57,0,1
63,Female,36,Mortgage,Single,1011393,333490,12,732,2,0.33,0,0
66,Female,42,Mortgage,Single,1059357,582010,48,778,5,0.55,0,0
54,Male,30,Mortgage,Married,837315,613349,12,709,3,0.73,0,0
59,Male,38,Mortgage,Single,1121955,801670,60,707,2,0.71,1,0
30,Female,8,Mortgage,Married,560417,302269,36,649,2,0.54,0,0
30,Female,3,Own,Married,540298,233243,24,555,5,0.43,0,0
40,Male,14,Rent,Divorced,624530,309032,36,672,2,0.49,0,0
21,Male,0,Own,Married,666766,246487,24,615,0,0.37,0,0
26,Male,0,Rent,Married,150000,69463,36,604,1,0.46,0,0
66,Male,38,Mortgage,Married,1003111,656415,36,688,1,0.65,0,0
22,Female,0,Rent,Single,272545,104299,36,606,3,0.38,0,0
58,Female,34,Own,Single,1045288,714137,48,757,1,0.68,0,0
53,Male,28,Rent,Single,906638,189231,12,746,2,0.21,0,0
23,Female,1,Rent,Married,150000,116800,48,666,5,0.78,0,0
56,Male,33,Rent,Married,854407,672588,24,693,5,0.79,0,0
33,Female,9,Rent,Single,377086,176506,36,644,2,0.47,0,0
55,Male,31,Rent,Married,816994,650854,36,718,3,0.8,0,0
35,Female,13,Own,Married,441261,160430,60,642,4,0.36,0,0
65,Male,43,Mortgage,Married,1210316,614554,60,762,5,0.51,0,0
42,Male,18,Mortgage,Single,875628,202025,60,668,2,0.23,0,0
63,Female,39,Rent,Single,1080522,299034,24,765,2,0.28,0,0
24,Female,0,Rent,Single,374768,231850,60,642,2,0.62,0,0
37,Male,15,Rent,Married,566767,452833,48,762,0,0.8,0,0
25,Male,0,Own,Married,567269,202703,36,558,4,0.36,0,1
41,Female,19,Own,Single,627918,198084,36,676,2,0.32,0,1
44,Female,19,Own,Married,670779,323965,48,649,5,0.48,0,1
51,Female,29,Mortgage,Single,759530,446788,48,712,1,0.59,0,0
60,Female,39,Own,Married,872731,368434,36,718,6,0.42,0,0
50,Male,23,Own,Married,1013898,435577,24,696,3,0.43,0,0
62,Male,39,Own,Married,854233,670532,36,695,6,0.78,0,0
27,Male,6,Rent,Divorced,461276,225141,36,692,3,0.49,0,0
69,Female,42,Rent,Single,1143862,697021,48,675,3,0.61,0,0
27,Female,1,Rent,Married,332926,178172,36,658,3,0.54,0,1
47,Male,25,Mortgage,Married,849162,292367,36,689,3,0.34,0,0
44,Female,19,Mortgage,Single,890651,457043,12,653,2,0.51,0,0
39,Female,15,Mortgage,Married,705957,380587,24,704,5,0.54,0,1
61,Female,39,Rent,Single,1013194,229572,24,721,4,0.23,0,0
54,Female,30,Mortgage,Single,756823,412218,60,690,5,0.54,0,0
42,Male,14,Rent,Divorced,385092,86846,24,650,2,0.23,0,0
47,Male,19,Mortgage,Single,445064,203337,60,711,5,0.46,0,0
26,Female,3,Own,Married,617091,235865,24,665,3,0.38,0,0
30,Male,3,Mortgage,Married,280017,178247,48,656,1,0.64,0,0
65,Male,44,Rent,Divorced,1285635,355555,12,778,1,0.28,0,0
51,Male,28,Own,Married,849340,267758,36,755,6,0.32,0,0
45,Female,17,Own,Single,572867,175298,36,796,4,0.31,0,0
22,Male,0,Rent,Married,305470,168032,60,679,6,0.55,0,0
30,Male,3,Mortgage,Single,501673,377651,36,672,3,0.75,0,0
30,Male,7,Mortgage,Married,517944,356900,36,717,6,0.69,0,1
46,Male,22,Rent,Divorced,720839,151037,36,719,3,0.21,0,0
25,Female,4,Own,Single,706114,234879,24,705,1,0.33,0,1
42,Female,18,Own,Single,795716,336478,48,729,3,0.42,0,0
24,Female,3,Own,Single,533569,186282,24,613,3,0.35,0,0
54,Male,32,Rent,Married,1116938,624293,12,747,2,0.56,0,0
27,Female,3,Rent,Single,465797,371699,60,743,3,0.8,0,0
37,Female,14,Rent,Single,747701,154689,36,651,3,0.21,0,0
31,Male,4,Rent,Single,384580,106082,60,630,3,0.28,0,0
28,Male,0,Own,Divorced,455441,352437,60,638,3,0.77,0,0
48,Female,23,Own,Single,589495,260535,36,680,1,0.44,0,0
64,Female,41,Own,Single,1064968,268166,36,693,1,0.25,0,0
53,Male,27,Own,Married,739019,346477,48,638,0,0.47,0,0
45,Male,18,Own,Single,770384,569421,36,642,1,0.74,0,0
41,Male,16,Mortgage,Married,692993,474068,48,646,1,0.68,0,0
32,Female,4,Mortgage,Single,356768,119628,36,701,3,0.34,0,0
46,Female,23,Mortgage,Single,884302,231154,36,649,1,0.26,0,0
49,Male,21,Mortgage,Married,424843,324195,24,667,4,0.76,0,0
58,Male,34,Rent,Married,974923,721433,48,663,4,0.74,0,0
55,Female,33,Rent,Single,935765,517883,24,739,2,0.55,0,0
57,Male,31,Mortgage,Married,669886,481060,36,735,4,0.72,0,0
66,Male,42,Rent,Married,844465,299637,36,762,4,0.35,0,0
64,Male,43,Mortgage,Divorced,1046260,824686,48,647,2,0.79,0,1
65,Female,43,Own,Single,1327507,900654,60,693,6,0.68,0,0
65,Male,38,Mortgage,Divorced,829297,327678,48,674,5,0.4,0,0
49,Female,23,Mortgage,Single,610289,283531,36,748,1,0.46,0,0
69,Male,45,Rent,Divorced,1355520,770409,48,721,2,0.57,0,0
44,Female,22,Rent,Married,670659,302245,24,649,1,0.45,0,0
35,Male,14,Rent,Married,596093,424692,60,611,3,0.71,0,0
26,Female,0,Mortgage,Married,475459,215609,24,662,3,0.45,2,0
52,Male,27,Rent,Single,635147,498050,36,670,3,0.78,1,0
64,Male,37,Mortgage,Married,1115122,639050,12,753,2,0.57,0,0
54,Male,28,Own,Divorced,718670,386319,48,631,4,0.54,2,0
56,Female,29,Own,Single,864483,331318,24,713,2,0.38,0,0
40,Female,12,Mortgage,Married,603877,363645,24,633,4,0.6,0,0
32,Male,5,Mortgage,Married,522911,414551,24,692,0,0.79,1,0
55,Female,33,Own,Married,778142,587263,36,666,5,0.75,0,0
69,Female,45,Mortgage,Married,841323,443456,36,729,3,0.53,0,0
58,Male,37,Own,Married,821030,173671,24,713,6,0.21,0,0
37,Male,11,Mortgage,Married,584140,133734,24,587,1,0.23,0,0
47,Male,23,Own,Married,785660,458814,24,671,1,0.58,1,0
37,Female,12,Mortgage,Married,580117,116749,36,694,2,0.2,0,0
31,Male,9,Rent,Married,561271,271251,48,666,3,0.48,0,0
59,Male,37,Mortgage,Single,1112040,879454,24,716,4,0.79,0,1
22,Male,0,Rent,Married,429741,184005,48,678,3,0.43,0,0
22,Female,0,Mortgage,Divorced,303856,99891,36,738,4,0.33,0,0
49,Male,21,Rent,Married,624342,424035,48,733,3,0.68,0,0
65,Male,39,Mortgage,Single,735592,394817,12,758,5,0.54,1,0
44,Female,23,Rent,Single,724897,193520,48,718,1,0.27,0,0
44,Female,22,Own,Single,795546,511634,36,681,3,0.64,0,0
36,Female,11,Rent,Married,491174,239470,60,731,3,0.49,0,0
51,Female,30,Own,Married,744659,590685,36,609,3,0.79,0,0
69,Male,43,Rent,Single,921212,541986,36,724,3,0.59,0,0
63,Male,35,Own,Single,848559,270067,48,720,4,0.32,0,0
29,Female,7,Rent,Married,508368,159150,24,647,2,0.31,0,0
47,Female,21,Rent,Single,743066,561273,48,718,2,0.76,0,1
61,Male,36,Own,Single,919870,197783,24,679,3,0.22,0,0
34,Male,11,Own,Single,472897,342607,36,653,2,0.72,0,0
65,Male,42,Own,Married,959160,464794,12,747,1,0.48,0,0
45,Female,17,Mortgage,Married,880593,263848,48,707,2,0.3,0,0
63,Male,38,Rent,Married,888593,652380,48,691,1,0.73,0,0
64,Female,36,Own,Single,882497,205543,60,698,3,0.23,0,1
42,Male,20,Own,Single,745751,270889,12,630,6,0.36,3,0
55,Male,33,Own,Married,700904,361707,48,591,1,0.52,0,0
53,Female,25,Mortgage,Single,936485,234698,12,668,5,0.25,0,1
47,Female,26,Own,Married,881942,411174,24,731,2,0.47,0,0
60,Female,38,Mortgage,Married,815770,316246,36,673,3,0.39,0,0
46,Male,25,Mortgage,Married,880997,235458,36,813,5,0.27,0,0
39,Male,17,Rent,Married,535200,416848,60,640,6,0.78,0,0
65,Male,39,Mortgage,Married,1050475,508539,60,698,2,0.48,0,0
59,Female,35,Mortgage,Single,1065648,717737,36,680,3,0.67,0,1
65,Female,41,Own,Married,1210964,543440,12,728,1,0.45,0,0
46,Male,21,Mortgage,Married,541749,159888,24,808,1,0.3,0,0
26,Male,0,Rent,Married,458397,107267,48,642,3,0.23,0,1
23,Female,0,Mortgage,Divorced,291622,101397,36,597,3,0.35,0,1
26,Female,0,Own,Single,401079,186905,24,627,3,0.47,0,0
48,Male,22,Own,Single,477140,298428,36,689,2,0.63,1,0
23,Male,0,Own,Married,405236,238200,24,645,2,0.59,0,1
33,Female,9,Mortgage,Single,608246,295249,48,715,3,0.49,0,0
33,Male,6,Rent,Married,374954,279711,24,703,6,0.75,0,0
33,Female,10,Rent,Married,424439,108323,36,683,3,0.26,0,0
21,Female,0,Mortgage,Married,528867,249430,12,666,1,0.47,0,0
60,Female,33,Mortgage,Married,727188,413763,36,712,3,0.57,0,0
57,Male,30,Own,Single,947716,236999,36,759,5,0.25,0,0
51,Female,30,Own,Married,927536,293170,60,673,4,0.32,0,0
37,Female,9,Rent,Married,455652,134601,36,651,6,0.3,0,0
29,Female,6,Own,Divorced,558661,409947,12,705,3,0.73,0,0
65,Female,43,Rent,Divorced,1265964,723378,60,774,5,0.57,0,0
33,Female,12,Rent,Married,852991,200752,48,737,3,0.24,0,0
57,Male,31,Mortgage,Married,586680,371092,24,736,2,0.63,0,0
34,Male,10,Rent,Married,509822,318376,36,656,5,0.62,0,0
31,Male,4,Mortgage,Divorced,316169,107241,12,639,2,0.34,0,0
45,Male,21,Mortgage,Single,535882,174412,60,688,4,0.33,0,0
51,Female,28,Own,Single,849000,284898,36,689,3,0.34,0,0
34,Male,11,Rent,Married,609041,234012,48,658,4,0.38,0,1
27,Female,5,Mortgage,Single,505030,238374,24,708,3,0.47,0,0
44,Male,20,Mortgage,Single,920876,721191,36,700,1,0.78,0,0
69,Female,42,Rent,Married,907617,300880,36,643,0,0.33,0,0
56,Male,28,Mortgage,Single,805540,437075,24,724,4,0.54,0,1
62,Female,39,Rent,Single,977767,644496,12,736,3,0.66,0,0
62,Female,38,Own,Single,1110196,782632,36,731,3,0.7,0,0
67,Male,43,Own,Married,898863,196782,36,754,5,0.22,0,0
64,Female,41,Rent,Divorced,1014198,523738,48,789,1,0.52,0,0
61,Male,37,Rent,Married,981213,711344,60,677,2,0.72,0,1
23,Male,0,Rent,Married,534413,283518,36,738,2,0.53,0,0
67,Female,40,Mortgage,Married,1117309,637249,48,800,4,0.57,0,1
64,Male,37,Own,Single,1158124,280215,60,779,3,0.24,3,0
46,Female,21,Rent,Single,793335,204430,12,750,6,0.26,0,0
67,Male,44,Own,Married,954523,644763,60,684,2,0.68,0,0
46,Male,22,Rent,Single,672709,525661,12,733,4,0.78,1,0
21,Female,0,Rent,Married,248561,110957,60,631,2,0.45,0,0
35,Male,8,Mortgage,Married,690244,211987,24,684,3,0.31,0,0
31,Male,7,Rent,Divorced,632286,264449,36,655,5,0.42,0,0
57,Male,33,Own,Single,683462,372868,36,735,0,0.55,0,0
27,Male,0,Rent,Married,427792,178139,24,657,2,0.42,2,0
32,Male,7,Rent,Single,469010,234663,36,609,3,0.5,0,0
58,Female,32,Mortgage,Married,576901,118358,48,721,3,0.21,0,0
23,Female,1,Own,Married,494815,182322,60,626,1,0.37,0,0
62,Male,37,Mortgage,Divorced,864268,370925,24,723,4,0.43,0,1
46,Male,19,Mortgage,Married,683176,323415,60,710,2,0.47,1,0
50,Male,24,Rent,Divorced,762309,553004,12,700,6,0.73,0,0
52,Female,26,Rent,Married,612081,247121,36,728,4,0.4,0,0
56,Female,32,Mortgage,Single,531579,397608,36,708,5,0.75,0,0
65,Female,41,Rent,Single,1060811,794746,60,727,0,0.75,0,0
57,Female,30,Own,Single,888595,673252,12,706,3,0.76,0,0
38,Male,16,Mortgage,Single,533163,253607,48,736,3,0.48,0,0
21,Male,0,Rent,Married,589993,444078,36,645,1,0.75,0,0
41,Male,16,Mortgage,Divorced,771696,614988,60,732,1,0.8,1,0
48,Male,25,Mortgage,Single,782808,272064,36,650,0,0.35,0,0
68,Male,40,Own,Single,1052651,779403,36,751,6,0.74,0,1
36,Male,12,Own,Divorced,523055,285114,48,694,0,0.55,0,0
68,Female,40,Rent,Single,1041442,691443,36,721,2,0.66,0,1
48,Female,23,Own,Married,711879,460088,36,687,2,0.65,0,0
42,Male,21,Rent,Single,654638,386586,12,685,3,0.59,0,0
39,Male,15,Rent,Divorced,594886,134690,36,648,1,0.23,0,0
68,Female,45,Own,Married,949718,364137,36,790,3,0.38,0,0
21,Male,0,Rent,Married,452106,352901,48,660,4,0.78,0,1
51,Male,25,Own,Divorced,980052,539979,36,659,3,0.55,0,0
62,Male,34,Mortgage,Single,688341,513173,36,743,0,0.75,0,0
54,Male,29,Own,Married,918459,550036,48,692,6,0.6,1,0
66,Male,44,Mortgage,Single,1023909,373565,60,666,7,0.36,0,0
60,Male,39,Mortgage,Married,1062078,317740,36,758,4,0.3,0,0
26,Male,3,Mortgage,Divorced,242742,155417,12,675,1,0.64,0,0
48,Male,21,Rent,Single,602757,319059,36,734,3,0.53,0,0
23,Male,0,Rent,Married,406977,278426,36,632,5,0.68,0,0
51,Female,28,Own,Single,802279,313719,60,634,3,0.39,0,0
36,Female,14,Mortgage,Married,620042,400678,36,700,1,0.65,0,0
37,Female,16,Mortgage,Single,507646,269309,36,626,4,0.53,0,0
64,Female,36,Rent,Single,1102473,779002,48,695,2,0.71,2,0
47,Male,24,Own,Married,870551,677864,24,665,2,0.78,0,1
44,Male,19,Own,Married,690310,268354,36,701,2,0.39,1,1
40,Female,15,Own,Single,755644,429922,36,684,4,0.57,0,0
52,Female,29,Own,Married,978255,433454,48,678,4,0.44,0,0
55,Male,27,Own,Divorced,739726,198143,60,661,1,0.27,0,0
33,Female,12,Rent,Single,164086,117219,36,589,3,0.71,2,0
68,Female,44,Rent,Single,1187849,361126,24,730,1,0.3,0,0
63,Female,38,Own,Single,1188044,262929,24,676,4,0.22,0,0
40,Male,16,Rent,Single,833386,650948,24,699,4,0.78,0,0
68,Female,44,Mortgage,Married,672115,424998,48,742,0,0.63,0,0
22,Female,0,Mortgage,Married,478142,270123,36,649,7,0.56,1,0
24,Male,0,Rent,Single,418628,316762,48,634,2,0.76,0,0
47,Female,24,Rent,Married,701659,297867,24,678,6,0.42,0,0
45,Male,23,Rent,Single,701704,307074,24,706,2,0.44,0,0
24,Male,0,Rent,Married,458013,172513,24,597,6,0.38,0,1
52,Female,31,Rent,Single,1025952,707827,48,702,4,0.69,0,0
37,Female,10,Mortgage,Single,644951,185477,24,692,7,0.29,0,0
21,Female,0,Own,Divorced,355162,190527,48,688,2,0.54,0,0
53,Female,29,Own,Married,1118112,845364,60,727,5,0.76,0,0
50,Female,29,Rent,Married,880288,652490,36,717,1,0.74,0,0
25,Female,2,Own,Married,508182,194858,24,610,3,0.38,1,1
32,Female,7,Mortgage,Married,437345,111653,24,652,6,0.26,0,0
58,Male,34,Mortgage,Single,1099829,401267,36,791,5,0.36,0,1
52,Female,30,Own,Single,665042,433263,12,739,1,0.65,2,1
58,Male,34,Own,Married,737781,271252,12,721,5,0.37,0,0
37,Female,16,Mortgage,Divorced,782128,487231,24,732,5,0.62,0,0
65,Female,37,Own,Married,835429,399967,24,749,3,0.48,0,0
60,Male,33,Mortgage,Single,1032334,239083,36,699,2,0.23,0,0
52,Female,31,Own,Single,792479,304253,12,756,4,0.38,0,0
44,Female,23,Own,Married,886878,347233,12,652,2,0.39,0,0
32,Male,7,Rent,Married,473664,102079,36,682,5,0.22,0,0
67,Male,45,Own,Single,1091721,611807,36,795,5,0.56,0,0
51,Male,29,Own,Single,811859,538737,36,774,3,0.66,0,0
39,Male,18,Mortgage,Married,674032,468427,48,631,4,0.69,0,0
49,Female,27,Own,Married,721901,317194,24,654,1,0.44,0,0
41,Male,19,Mortgage,Single,591665,417870,36,678,5,0.71,0,0
46,Female,23,Mortgage,Married,779031,504810,60,746,2,0.65,0,0
48,Male,22,Rent,Married,721103,441999,48,667,4,0.61,0,1
37,Male,15,Mortgage,Divorced,399101,237336,36,739,5,0.59,1,0
29,Male,3,Rent,Married,501266,328926,36,718,9,0.66,0,0
41,Male,20,Rent,Single,776562,325308,24,728,3,0.42,0,0
54,Female,29,Rent,Single,555411,272199,36,680,2,0.49,0,0
31,Female,5,Own,Married,324892,230974,60,684,2,0.71,0,0
40,Female,17,Own,Single,714830,296052,24,647,5,0.41,0,0
69,Female,45,Mortgage,Single,1247560,804968,36,757,4,0.65,0,1
67,Female,44,Own,Married,1273457,567408,12,749,4,0.45,0,0
59,Male,35,Mortgage,Single,963792,522530,24,713,4,0.54,0,1
36,Male,13,Mortgage,Married,558793,296489,60,653,1,0.53,0,0
49,Male,23,Rent,Married,513409,219747,36,666,5,0.43,0,0
21,Male,0,Rent,Married,150000,99948,48,686,3,0.67,0,0
38,Male,15,Rent,Single,435701,184461,60,700,1,0.42,0,0
42,Male,19,Mortgage,Married,888444,276235,12,772,4,0.31,0,0
28,Female,0,Mortgage,Married,195776,43801,36,682,2,0.22,0,0
27,Female,5,Own,Married,364021,120204,36,745,5,0.33,2,0
45,Female,22,Rent,Married,644593,288692,36,664,4,0.45,0,0
50,Female,24,Rent,Married,693696,460819,36,723,4,0.66,1,0
54,Female,26,Mortgage,Married,1254835,794360,12,674,3,0.63,3,0
64,Male,39,Rent,Single,1199970,604337,24,700,2,0.5,0,0
68,Male,45,Own,Married,1110368,506789,48,702,4,0.46,0,0
61,Male,40,Own,Married,885566,654214,36,776,4,0.74,0,0
31,Female,7,Rent,Divorced,455624,361993,12,676,2,0.79,0,0
35,Male,7,Own,Single,546376,333744,60,686,3,0.61,0,0
55,Male,34,Mortgage,Married,887455,208952,36,702,0,0.24,0,0
43,Male,21,Rent,Single,617599,290681,60,657,5,0.47,0,0
65,Male,44,Mortgage,Married,739694,232094,12,682,7,0.31,0,0
41,Female,17,Own,Married,650587,155859,36,712,4,0.24,0,0
48,Female,20,Rent,Married,407545,206247,36,701,4,0.51,0,0
33,Female,7,Own,Single,594861,210769,24,692,4,0.35,1,0
54,Female,28,Rent,Married,698741,352434,24,644,4,0.5,0,0
58,Male,35,Mortgage,Single,704445,224204,48,696,3,0.32,0,0
26,Male,5,Mortgage,Married,522568,397386,24,684,6,0.76,0,0
64,Female,38,Own,Married,1008407,237262,60,764,5,0.24,0,0
24,Male,2,Rent,Married,390076,95977,36,760,0,0.25,0,0
25,Male,0,Mortgage,Single,250218,101602,48,643,6,0.41,0,0
60,Female,36,Rent,Married,1196620,561548,24,701,3,0.47,0,0
26,Female,5,Rent,Single,544291,219717,24,642,1,0.4,0,1
41,Male,16,Mortgage,Married,485527,240687,36,687,6,0.5,0,0
48,Female,24,Own,Single,634583,369520,24,693,3,0.58,0,0
23,Male,2,Rent,Single,647338,376450,36,678,2,0.58,1,0
43,Female,21,Own,Divorced,642678,290284,36,676,1,0.45,0,0
28,Female,3,Own,Married,522705,280339,48,626,3,0.54,0,0
39,Female,13,Own,Single,739612,325973,36,748,4,0.44,0,0
31,Male,3,Rent,Married,488074,103070,48,606,2,0.21,0,0
30,Female,5,Rent,Single,584923,214079,48,669,3,0.37,0,1
48,Male,21,Own,Single,612450,184838,24,787,8,0.3,0,0
40,Male,19,Own,Married,476132,106090,36,711,2,0.22,0,1
64,Male,43,Rent,Single,1070611,293968,36,706,4,0.27,0,0
48,Male,26,Mortgage,Single,1016061,227949,24,729,5,0.22,0,0
49,Male,27,Rent,Single,538739,390582,24,653,4,0.72,3,0
28,Male,1,Rent,Single,600951,320511,36,602,2,0.53,0,0
39,Male,16,Own,Married,655106,214324,12,653,3,0.33,0,0
68,Female,40,Rent,Divorced,1248628,697563,24,752,2,0.56,0,0
41,Male,13,Own,Single,608873,356777,24,719,4,0.59,0,0
38,Male,17,Rent,Married,523668,357650,60,717,2,0.68,0,0
29,Female,7,Own,Single,546514,221036,36,685,5,0.4,0,0
24,Male,3,Mortgage,Single,466873,160324,24,663,2,0.34,0,0
61,Male,39,Rent,Single,724398,364893,12,786,6,0.5,0,0
45,Male,21,Mortgage,Married,815262,358968,24,705,3,0.44,2,0
54,Male,32,Rent,Single,812129,284566,48,757,3,0.35,0,0
29,Female,7,Rent,Single,584617,258634,12,598,3,0.44,0,0
29,Male,5,Own,Married,408632,236505,36,617,4,0.58,0,0
38,Male,14,Mortgage,Married,765072,578693,24,621,6,0.76,0,1
31,Male,5,Own,Married,395646,102837,60,633,3,0.26,0,0
33,Male,10,Mortgage,Single,429177,287510,24,663,1,0.67,0,0
58,Male,36,Rent,Single,989425,571947,36,742,3,0.58,0,0
29,Male,5,Rent,Single,532227,226124,60,632,5,0.42,0,0
36,Female,13,Rent,Divorced,512582,275157,48,689,5,0.54,1,1
24,Female,1,Rent,Married,274623,68127,60,640,6,0.25,0,0
